pH 2.17,pH 5.75,pH 7.73,pH 10.36,pH 13.15
-0.09216589861750138,-0.03304347826086979,-0.17205692108667645,0.11293436293437409,0.1254752851710939
0.2764976958525451,-0.11652173913044125,-0.21474773609314865,0.15250965250965715,-0.08897338403042702
0.6912442396313422,-0.3269565217391253,-0.30012936610608165,0.0019305019305145778,0.0007604562737624862
1.1059907834101392,-0.26782608695651544,-0.16300129366107158,0.04633204633205838,-0.029657794676804506
0.5069124423963189,-0.08695652173912859,-0.5304010349288535,-0.14092664092663826,-0.09885931558935286
0.36866359447004643,0.04173913043477801,-0.23156532988357084,-0.09073359073358503,0.0
0.5990783410138203,-0.19304347826086762,-0.33635187580854703,-0.13320463320463138,0.20380228136881912
0.04608294930875069,-0.1669565217391275,-0.26390685640362765,0.07818532818533458,-0.11330798479088063
-0.09216589861750138,0.04695652173912913,-0.25485122897801127,-0.01061776061775302,0.16425855513307525
-0.09216589861750138,-0.10608695652173904,-0.31565329883571625,0.11679536679536894,-0.20000000000000667
0.36866359447004643,-0.3182608695652171,-0.2574385510996209,-0.08494208494207559,-0.013688212927765278
0.5529953917050696,-0.1599999999999978,-0.19275549805951878,0.08590733590734145,-0.03802281368821887
0.6451612903225915,0.03130434782609123,-0.17723156532988416,0.0,0.025855513307978563
0.2764976958525451,-0.26782608695651544,-0.2160413971539477,-0.029922779922778774,0.06920152091254834
0.32258064516129575,-0.008695652173908225,-0.17723156532988416,0.0019305019305145778,-0.1307984790874583
0.4147465437787971,-0.18608695652173796,-0.407503234152656,0.015444015444013743,0.38174904942965965
0.7373271889400929,0.003478260869572558,-0.2936610608020748,0.08783783783783888,0.053992395437258096
0.09216589861752184,-0.22956521739130997,-0.20051746442432458,0.04729729729730709,-0.10114068441065382
0.18433179723502321,-0.13739130434783026,-0.26390685640362765,0.1583011583011666,-0.07452471482889926
-0.04608294930875069,-0.1565217391304407,-0.18887451487711013,-0.01061776061775302,-0.13003802281369584
0.5990783410138203,-0.17043478260870007,-0.2380336351875891,0.05791505791506011,0.09505703422052691
0.13824884792627254,-0.20695652173912696,-0.036222509702465454,-0.03281853281852492,0.13384030418250825
0.4147465437787971,0.050434782608701684,-0.1979301423027265,0.019305019305025754,-0.05323193916349561
0.7373271889400929,0.09217391304347969,0.07891332470892619,0.07239382239382515,-0.01520912547529025
0.13824884792627254,0.05739130434783135,-0.29624838292368444,-0.028957528957530055,-0.15285171102662445
0.8755760368663653,-0.0747826086956478,-0.09573091849935986,0.054054054054065256,0.005323193916350912
-0.09216589861750138,-0.008695652173908225,-0.32341526520052205,0.1805019305019385,-0.0060836501901133985
0.32258064516129575,0.1669565217391275,-0.4294954721862973,-0.06177606177605497,-0.2676806083650165
0.5990783410138203,-0.1565217391304407,-0.24191461836999775,0.11293436293437409,0.02281368821292862
0.13824884792627254,-0.15826086956521926,-0.3195342820181134,0.07722007722008586,0.030418250950566994
0.7834101382488434,0.14434782608695992,-0.06597671410091266,-0.09266409266408247,0.11787072243345552
-0.09216589861750138,-0.24173913043477527,-0.1293661060802157,0.00965250965252145,-0.2349809885931621
0.5529953917050696,0.10608695652173904,-0.10737386804657433,0.04922779922780453,-0.009125475285176852
0.09216589861752184,-0.020869565217389006,-0.2354463130659795,0.015444015444013743,-0.1087452471482922
0.04608294930875069,-0.19304347826086762,-0.17981888745149374,0.03185328185329335,-0.09961977186311534
0.36866359447004643,0.08869565217390714,-0.32212160413972296,0.16119691119691273,0.07680608365018672
0.7834101382488434,-0.08173913043477747,-0.31306597671410663,-0.04150579150578051,-0.07072243346007331
0.5069124423963189,0.08521739130435003,-0.2199223803363564,-0.006756756756758157,0.08821292775665103
0.5069124423963189,-0.09217391304347969,-0.09573091849935986,0.13996138996138957,-0.08821292775665103
0.6912442396313422,-0.10086956521738791,-0.12548512289780706,-0.002895752895746147,-0.1323193916349833
0.5069124423963189,-0.23304347826086708,-0.29107373868047676,-0.002895752895746147,-0.06615969581749839
0.46082949308756826,-0.15478260869564672,-0.4851228978007831,0.09555984555984576,-0.051711026615970636
1.0599078341013886,-0.13565217391303627,-0.37774902975420876,0.19594594594595222,0.06692015209124738
0.32258064516129575,-0.3495652173913083,-0.10219922380336662,0.07818532818533458,0.04942965779466968
0.36866359447004643,-0.2434782608695693,-0.056921086675296294,0.04729729729730709,0.02281368821292862
0.2304147465437739,0.024347826086961562,-0.04527813712808182,0.06177606177607212,-0.028136882129279533
1.3824884792626844,-0.04521739130435057,-0.4036222509702473,-0.03281853281852492,0.0600760456273715
-0.32258064516129575,-0.13565217391303627,-0.14747736093143696,-0.056949806949794256,-0.05323193916349561
0.6451612903225915,0.10956521739131159,-0.056921086675296294,-0.05888030888030883,-0.06615969581749839
0.46082949308756826,-0.013913043478259337,-0.19016817593790916,-0.10038610038608933,0.09353612167300195
0.5529953917050696,-0.18608695652173796,-0.12289780077619746,0.01737451737452832,0.1437262357414476
0.13824884792627254,-0.07304347826086924,-0.19922380336352555,0.07818532818533458,-0.0015209125475249723
0.09216589861752184,-0.013913043478259337,-0.1862871927555005,0.14961389961391103,0.032699619771854455
-0.2764976958525246,-0.1982608695652187,-0.19663648124191593,0.0028957528957632935,-0.08821292775665103
0.18433179723502321,0.18260869565218082,-0.16817593790427926,0.054054054054065256,-0.17186311787072714
0.09216589861752184,0.07130434782609069,-0.03751617076326451,-0.13416988416988013,-0.06615969581749839
0.18433179723502321,0.07304347826086924,-0.2690815006468354,-0.1293436293436194,-0.06235741444867247
0.0,-0.12521739130434947,-0.19663648124191593,0.05888030888030883,-0.06768060836502338
0.36866359447004643,0.04521739130435057,-0.2328589909443814,0.11486486486487152,0.10494296577946624
0.18433179723502321,0.14608695652173848,-0.2923673997412758,0.012548262548267596,0.1627376425855503
